x0,variant,k,float_val,double_val,long_double_val,delta_fd,delta_dl
0.100000000000000005551,basic,0,0.100000001490116119385,0.100000000000000005551,0.100000000000000005551,1.490116113833650501874e-09,0.000000000000000000000e+00
0.100000000000000005551,basic,1,0.370000004768371582031,0.370000000000000106581,0.370000000000000106581,4.768371475449839635985e-09,0.000000000000000000000e+00
0.100000000000000005551,basic,2,1.069299936294555664062,1.069300000000000139266,1.069300000000000139266,6.370544447520387620898e-08,0.000000000000000000000e+00
0.100000000000000005551,basic,3,0.846992671489715576172,0.846992529999999632651,0.846992529999999632651,1.414897159435213325196e-07,0.000000000000000000000e+00
0.100000000000000005551,basic,4,1.235780954360961914062,1.235781082372597650121,1.235781082372597650121,1.280116357360583378977e-07,0.000000000000000000000e+00
0.100000000000000005551,basic,5,0.361660122871398925781,0.361659678840423715052,0.361659678840423715052,4.440309752107296503709e-07,0.000000000000000000000e+00
0.100000000000000005551,basic,6,1.054246425628662109375,1.054245545464819411308,1.054245545464819411308,8.801638426980673557409e-07,0.000000000000000000000e+00
0.100000000000000005551,basic,7,0.882679104804992675781,0.882681171462033842268,0.882681171462033842268,2.066657041166486408201e-06,0.000000000000000000000e+00
0.100000000000000005551,basic,8,1.193349242210388183594,1.193346534487370158573,1.193346534487370158573,2.707723018025021133326e-06,0.000000000000000000000e+00
0.100000000000000005551,basic,9,0.501149773597717285156,0.501158283830432149664,0.501158283830432149664,8.510232714864507386210e-06,0.000000000000000000000e+00
0.100000000000000005551,basic,10,1.251145839691162109375,1.251154258966136634257,1.251154258966136634257,8.419274974524881827165e-06,0.000000000000000000000e+00
0.100000000000000005551,basic,11,0.308485627174377441406,0.308456096677239055559,0.308456096677239055559,2.953049713838584722225e-05,0.000000000000000000000e+00
0.100000000000000005551,basic,12,0.948452353477478027344,0.948388895976881474148,0.948388895976881474148,6.345750059655319574858e-05,0.000000000000000000000e+00
0.100000000000000005551,basic,13,1.095123767852783203125,1.095231089870781548967,1.095231089870781548967,1.073220179983458422157e-04,0.000000000000000000000e+00
0.100000000000000005551,basic,14,0.782606840133666992188,0.782330938824506327833,0.782330938824506327833,2.759013091606643541809e-04,0.000000000000000000000e+00
0.100000000000000005551,basic,15,1.293006896972656250000,1.293198661771925106478,1.293198661771925106478,1.917647992688564784203e-04,0.000000000000000000000e+00
0.100000000000000005551,basic,16,0.156427025794982910156,0.155706310661606561752,0.155706310661606561752,7.207151333763484046813e-04,0.000000000000000000000e+00
0.100000000000000005551,basic,17,0.552299857139587402344,0.550091877106880122739,0.550091877106880122739,2.207980032707279605120e-03,0.000000000000000000000e+00
0.100000000000000005551,basic,18,1.294094085693359375000,1.292564288650607906561,1.292564288650607906561,1.529797042751468438837e-03,0.000000000000000000000e+00
0.100000000000000005551,basic,19,0.152337789535522460938,0.158089833717875549723,0.158089833717875549723,5.752044182353088785931e-03,0.000000000000000000000e+00
